"","Palavra","Dimensao","Media","DP"
"1740","LUTO","Ativacao",5.32,3.15
"1741","LUXO","Valencia",6.82,1.9
"1742","LUXO","Ativacao",4.65,2.72
"1743","LUXÚRIA","Valencia",4.15,2.48
"1744","LUXÚRIA","Ativacao",4.71,2.92
"1745","LUZ","Valencia",7.96,1.64
"1746","LUZ","Ativacao",4.25,3.02
"1747","MACHUCADO","Valencia",2.38,1.75
"1748","MACHUCADO","Ativacao",5.65,2.9
"1749","MACIO","Valencia",7.74,1.79
"1750","MACIO","Ativacao",4.08,3.09
"1751","MÃE","Valencia",8.75,1.14
"1752","MÃE","Ativacao",3.31,3.2
"1753","MÁGICO","Valencia",7.38,1.83
"1754","MÁGICO","Ativacao",4.54,2.91
"1755","MAGOAR","Valencia",1.88,1.55
"1756","MAGOAR","Ativacao",5.94,3.2
"1757","MAL","Valencia",1.58,1.2
"1758","MAL","Ativacao",6.1,3.04
"1759","MALÁRIA","Valencia",2.12,1.6
"1760","MALÁRIA","Ativacao",5,3.16
"1761","MALCHEIROSO","Valencia",1.8,1.34
"1762","MALCHEIROSO","Ativacao",4.89,3.04
"1763","MALÍCIA","Valencia",4.47,2.59
"1764","MALÍCIA","Ativacao",4.43,2.89
"1765","MALUCO","Valencia",4.31,2.66
"1766","MALUCO","Ativacao",5.46,2.57
"1767","MALVADO","Valencia",2.09,1.78
"1768","MALVADO","Ativacao",5.77,2.91
"1769","MAMILO","Valencia",5.51,1.37
"1770","MAMILO","Ativacao",4.18,2.58
"1771","MANEIRA","Valencia",5.85,1.74
"1772","MANEIRA","Ativacao",3.62,2.26
"1773","MANÍACO","Valencia",1.95,1.74
"1774","MANÍACO","Ativacao",6.24,3.03
"1775","MANSO","Valencia",6.73,2.02
"1776","MANSO","Ativacao",2.96,2.25
"1777","MANTEIGA","Valencia",5.68,2.11
"1778","MANTEIGA","Ativacao",3.25,2.3
"1779","MÃO","Valencia",6.88,2.07
"1780","MÃO","Ativacao",2.95,2.42
"1781","MÁQUINA","Valencia",5.61,1.77
"1782","MÁQUINA","Ativacao",3.96,2.5
"1783","MARAVILHA","Valencia",6.8,2.37
"1784","MARAVILHA","Ativacao",3.72,2.83
"1785","MAREADO","Valencia",4.78,1.48
"1786","MAREADO","Ativacao",3.35,2.22
"1787","MARICAS","Valencia",4.23,1.87
"1788","MARICAS","Ativacao",3.26,2.26
"1789","MARTELO","Valencia",5.04,1.55
"1790","MARTELO","Ativacao",3.3,2.24
"1791","MASSA","Valencia",7.13,2.18
"1792","MASSA","Ativacao",2.99,2.46
"1793","MASSACRE","Valencia",1.31,0.92
"1794","MASSACRE","Ativacao",5.94,3.26
"1795","MASTIGAR","Valencia",6.62,2.01
"1796","MASTIGAR","Ativacao",3.35,2.5
"1797","MASTURBAR","Valencia",5.6,2.28
"1798","MASTURBAR","Ativacao",5.21,2.87
"1799","MATADOR","Valencia",1.49,1.11
"1800","MATADOR","Ativacao",6.69,3.21
"1801","MATERIAL","Valencia",6.07,1.85
"1802","MATERIAL","Ativacao",3.37,2.06
"1803","MEDO","Valencia",2.13,1.77
"1804","MEDO","Ativacao",6.36,3.05
"1805","MEL","Valencia",7.28,2.15
"1806","MEL","Ativacao",3.48,2.7
"1807","MELHORAR","Valencia",8.21,1.55
"1808","MELHORAR","Ativacao",4.58,3.02
"1809","MELODIA","Valencia",7.73,1.66
"1810","MELODIA","Ativacao",4.51,3.22
"1811","MEMÓRIA","Valencia",6.36,2.33
"1812","MEMÓRIA","Ativacao",4.43,2.75
"1813","MEMÓRIAS","Valencia",6.96,2.43
"1814","MEMÓRIAS","Ativacao",5.14,2.98
"1815","MENINA","Valencia",7.1,1.77
"1816","MENINA","Ativacao",3.26,2.54
"1817","MENINO","Valencia",7.36,1.81
"1818","MENINO","Ativacao",4.77,2.75
"1819","MENOSPREZADO","Valencia",2.03,1.89
"1820","MENOSPREZADO","Ativacao",6.05,3.15
"1821","MENSAGEIRO","Valencia",6.05,1.58
"1822","MENSAGEIRO","Ativacao",3.97,2.21
"1823","MENTE","Valencia",7.03,2.01
"1824","MENTE","Ativacao",3.91,2.85
"1825","MENTIRA","Valencia",1.35,0.97
"1826","MENTIRA","Ativacao",6.28,3.07
"1827","PODEROSO","Valencia",6.09,2.17
"1828","PODEROSO","Ativacao",4.88,2.64
"1829","PODRE","Valencia",1.81,1.58
"1830","PODRE","Ativacao",5.1,3.05
"1831","POENTE","Valencia",6.75,2.08
"1832","POENTE","Ativacao",3.23,2.37
"1833","POESIA","Valencia",7.66,1.74
"1834","POESIA","Ativacao",3.13,2.76
"1835","POLUIR","Valencia",1.51,1.14
"1836","POLUIR","Ativacao",6.05,2.91
"1837","POMBA","Valencia",6.04,2.37
"1838","POMBA","Ativacao",2.97,2.25
"1839","PORÃO","Valencia",3.86,1.91
"1840","PORÃO","Ativacao",4.22,2.6
"1841","PORCO","Valencia",4.29,1.94
"1842","PORCO","Ativacao",3.6,2.45
"1843","PORTA","Valencia",5.92,1.95
"1844","PORTA","Ativacao",3.97,2.49
"1845","PÔSTER","Valencia",6.05,2.12
"1846","PÔSTER","Ativacao",3.51,2.34
"1847","POVO","Valencia",6.22,2.27
"1848","POVO","Ativacao",4.87,2.46
"1849","PRADARIA","Valencia",5.77,1.98
"1850","PRADARIA","Ativacao",3.51,2.43
"1851","PRAIA","Valencia",8.29,1.43
"1852","PRAIA","Ativacao",4.64,3.58
"1853","PRANTO","Valencia",2.52,2.01
"1854","PRANTO","Ativacao",5.49,2.71
"1855","PRAZER","Valencia",8.65,1.05
"1856","PRAZER","Ativacao",5.29,3.63
"1857","PREGUIÇOSO","Valencia",3.66,2.31
"1858","PREGUIÇOSO","Ativacao",4.14,2.65
"1859","PREJUDICADO","Valencia",2.13,1.52
"1860","PREJUDICADO","Ativacao",5.59,2.73
"1861","PREJUDICAR","Valencia",1.68,1.22
"1862","PREJUDICAR","Ativacao",6.04,2.95
"1863","PRESENTE","Valencia",8.33,1.31
"1864","PRESENTE","Ativacao",4.81,3.22
"1865","PRESSÃO","Valencia",3.16,2.09
"1866","PRESSÃO","Ativacao",5.9,2.83
"1867","PRESTÍGIO","Valencia",7.75,2.01
"1868","PRESTÍGIO","Ativacao",4.3,3.03
"1869","PRETO","Valencia",5.26,2.19
"1870","PRETO","Ativacao",3.85,2.35
"1871","PRIMAVERA","Valencia",8.33,1.18
"1872","PRIMAVERA","Ativacao",3.76,3.3
"1873","PRIMO","Valencia",6.63,2.29
"1874","PRIMO","Ativacao",3.62,2.51
"1875","PRISÃO","Valencia",1.68,1.39
"1876","PRISÃO","Ativacao",5.79,3
"1877","PRIVAÇÃO","Valencia",2.86,2.16
"1878","PRIVAÇÃO","Ativacao",5.53,2.66
"1879","PRIVACIDADE","Valencia",7.99,1.54
"1880","PRIVACIDADE","Ativacao",3.73,2.97
"1881","PROBLEMA","Valencia",2.17,1.74
"1882","PROBLEMA","Ativacao",6.14,2.75
"1883","PROCESSO","Valencia",4.31,2.27
"1884","PROCESSO","Ativacao",4.97,2.54
"1885","PROEMINENTE","Valencia",5.43,1.58
"1886","PROEMINENTE","Ativacao",4.1,2.21
"1887","PROFESSOR","Valencia",6.74,1.95
"1888","PROFESSOR","Ativacao",4.54,2.51
"1889","PROGRESSO","Valencia",7.9,1.89
"1890","PROGRESSO","Ativacao",4.76,3.09
"1891","PROMOÇÃO","Valencia",7.89,1.88
"1892","PROMOÇÃO","Ativacao",4.9,3.07
"1893","PRÓSPERO","Valencia",7.78,1.92
"1894","PRÓSPERO","Ativacao",4.44,3.11
"1895","PROSTITUTA","Valencia",2.58,2.03
"1896","PROSTITUTA","Ativacao",4.55,2.98
"1897","PROTEGIDO","Valencia",7.26,2.21
"1898","PROTEGIDO","Ativacao",3.45,2.7
"1899","PROVA","Valencia",4.21,2.43
"1900","PROVA","Ativacao",6.85,2.33
"1901","PULGA","Valencia",2.68,2.01
"1902","PULGA","Ativacao",4.3,3.11
"1903","PULVERIZADOR","Valencia",4.72,1.82
"1904","PULVERIZADOR","Ativacao",3.88,2.3
"1905","PUNIÇÃO","Valencia",2.89,2.17
"1906","PUNIÇÃO","Ativacao",5.44,2.88
"1907","PUS","Valencia",2.74,1.85
"1908","PUS","Ativacao",4.77,2.73
"1909","PÚTRIDO","Valencia",3.25,2.07
"1910","PÚTRIDO","Ativacao",4.16,2.59
"1911","QUADRADO","Valencia",5.18,1.95
"1912","QUADRADO","Ativacao",2.95,1.97
"1913","QUADRO","Valencia",5.87,1.85
"1914","QUADRO","Ativacao",3.8,2.22
"1915","QUALIDADE","Valencia",8.29,1.43
"1916","QUALIDADE","Ativacao",4.61,3.2
"1917","QUEBRADO","Valencia",2.57,1.78
"1918","QUEBRADO","Ativacao",5.23,2.64
"1919","QUEDA","Valencia",2.6,2
"1920","QUEDA","Ativacao",5.84,2.59
"1921","QUEIMADURA","Valencia",1.94,1.58
"1922","QUEIMADURA","Ativacao",5.54,3.05
"1923","QUEIXO","Valencia",5.79,1.56
"1924","QUEIXO","Ativacao",2.97,2.02
"1925","QUERIDO","Valencia",8.36,1.2
"1926","QUERIDO","Ativacao",4.01,3.16
"1927","QUEROSENE","Valencia",4.04,1.87
"1928","QUEROSENE","Ativacao",3.78,2.53
"1929","QUIETO","Valencia",5.23,2.02
"1930","QUIETO","Ativacao",3.21,2.15
"1931","QUIMIOTERAPIA","Valencia",1.97,1.91
"1932","QUIMIOTERAPIA","Ativacao",5.61,3.18
"1933","RÃ","Valencia",4.01,2.05
"1934","RÃ","Ativacao",4.11,2.87
"1935","RADIADOR","Valencia",4.75,1.95
"1936","RADIADOR","Ativacao",3.63,2.31
"1937","RADIANTE","Valencia",8.08,1.61
"1938","RADIANTE","Ativacao",4.7,3.28
"1939","RÁDIO","Valencia",7.84,1.7
"1940","RÁDIO","Ativacao",4.12,3.13
"1941","RAINHA","Valencia",6.27,1.95
"1942","RAINHA","Ativacao",3.99,2.52
"1943","RAIVA","Valencia",1.97,1.72
"1944","RAIVA","Ativacao",7.13,2.49
"1945","RALÉ","Valencia",2.94,1.81
"1946","RALÉ","Ativacao",3.96,2.36
"1947","RANÇOSO","Valencia",2.49,1.82
"1948","RANÇOSO","Ativacao",5.16,2.57
"1949","RÁPIDO","Valencia",6.32,2.23
"1950","RÁPIDO","Ativacao",5.37,2.64
"1951","RATO","Valencia",3.19,2.09
"1952","RATO","Ativacao",5.18,2.87
"1953","RAZÃO","Valencia",6.49,2.25
"1954","RAZÃO","Ativacao",4.56,2.4
"1955","REALIZAÇÃO","Valencia",8.51,1.07
"1956","REALIZAÇÃO","Ativacao",5.23,3.47
"1957","RECEOSO","Valencia",3.89,1.86
"1958","RECEOSO","Ativacao",4.51,2.37
"1959","RECOMPENSA","Valencia",7.59,2.16
"1960","RECOMPENSA","Ativacao",4.96,3.05
"1961","RECREIO","Valencia",7.65,1.86
"1962","RECREIO","Ativacao",4.1,2.96
"1963","REFÉM","Valencia",1.84,1.55
"1964","REFÉM","Ativacao",6.55,2.61
"1965","REFRESCO","Valencia",7.86,1.64
"1966","REFRESCO","Ativacao",3.38,2.91
"1967","REI","Valencia",5.73,2.22
"1968","REI","Ativacao",3.71,2.46
"1969","REJEITADO","Valencia",1.61,1.24
"1970","REJEITADO","Ativacao",5.85,2.73
"1971","TRAVESSURA","Valencia",6.56,1.87
"1972","TRAVESSURA","Ativacao",4.84,2.52
"1973","TREVAS","Valencia",1.74,1.46
"1974","TREVAS","Ativacao",5.46,2.99
"1975","TRISTE","Valencia",1.73,1.29
"1976","TRISTE","Ativacao",5.28,2.8
"1977","TRIUNFANTE","Valencia",8.14,1.42
"1978","TRIUNFANTE","Ativacao",4.99,3.24
"1979","TRIUNFO","Valencia",7.93,1.52
"1980","TRIUNFO","Ativacao",4.63,3.01
"1981","TROFÉU","Valencia",8.04,1.65
"1982","TROFÉU","Ativacao",4.71,3.4
"1983","TROMPETE","Valencia",5.84,2.04
"1984","TROMPETE","Ativacao",3.54,2.49
"1985","TRONCO","Valencia",5.44,1.77
"1986","TRONCO","Ativacao",2.93,2.16
"1987","TUBARÃO","Valencia",3.4,2.19
"1988","TUBARÃO","Ativacao",6.21,2.64
"1989","TUMOR","Valencia",1.44,1.23
"1990","TUMOR","Ativacao",6.29,3.1
"1991","TÚMULO","Valencia",2.06,1.84
"1992","TÚMULO","Ativacao",5.39,2.87
"1993","ÚLCERA","Valencia",1.54,1.04
"1994","ÚLCERA","Ativacao",6,3.06
"1995","ULTRAJE","Valencia",3.71,1.78
"1996","ULTRAJE","Ativacao",4.22,2.39
"1997","UNIDADE","Valencia",5.76,2.26
"1998","UNIDADE","Ativacao",2.94,2.48
"1999","UNTENSÍLIO","Valencia",6.63,1.6
"2000","UNTENSÍLIO","Ativacao",3.01,2.32
"2001","URINA","Valencia",5.38,2.21
"2002","URINA","Ativacao",3.14,2.61
"2003","ÚTIL","Valencia",8.02,1.41
"2004","ÚTIL","Ativacao",3.71,2.89
"2005","VACA","Valencia",6.29,2.12
"2006","VACA","Ativacao",2.61,2.17
"2007","VAGÃO","Valencia",4.97,1.72
"2008","VAGÃO","Ativacao",3.81,2.55
"2009","VAGINA","Valencia",6.8,2.02
"2010","VAGINA","Ativacao",4.06,3.08
"2011","VAIDADE","Valencia",6.18,2.13
"2012","VAIDADE","Ativacao",4.55,2.42
"2013","VAMPIRO","Valencia",3.55,2.06
"2014","VAMPIRO","Ativacao",4.38,2.92
"2015","VÂNDALO","Valencia",1.76,1.32
"2016","VÂNDALO","Ativacao",6.28,2.89
"2017","VANTAGEM","Valencia",5.71,4.08
"2018","VANTAGEM","Ativacao",4.45,2.62
"2019","VARA","Valencia",3.24,1.27
"2020","VARA","Ativacao",3.66,2.5
"2021","VARÍOLA","Valencia",1.95,1.36
"2022","VARÍOLA","Ativacao",4.95,3.05
"2023","VEÍCULO","Valencia",7.41,1.73
"2024","VEÍCULO","Ativacao",4.45,2.61
"2025","VELEIRO","Valencia",6.57,1.99
"2026","VELEIRO","Ativacao",3.39,2.81
"2027","VELOZ","Valencia",6.23,2.06
"2028","VELOZ","Ativacao",5.18,2.66
"2029","VENCER","Valencia",8.55,1.35
"2030","VENCER","Ativacao",5.46,3.4
"2031","VENENO","Valencia",1.54,1.01
"2032","VENENO","Ativacao",6.77,2.59
"2033","VENTILADOR","Valencia",6.73,1.98
"2034","VENTILADOR","Ativacao",2.76,2.32
"2035","VERDADE","Valencia",8.56,1.3
"2036","VERDADE","Ativacao",3.46,3.08
"2037","VERDE","Valencia",7.39,2
"2038","VERDE","Ativacao",3.26,2.9
"2039","VERMELHO","Valencia",5.84,2.63
"2040","VERMELHO","Ativacao",4.94,2.85
"2041","VESPA","Valencia",3.63,2.18
"2042","VESPA","Ativacao",4.5,3.08
"2043","VESTIBULAR","Valencia",4.93,2.94
"2044","VESTIBULAR","Ativacao",6.65,2.44
"2045","VESTIDO","Valencia",6.69,2.05
"2046","VESTIDO","Ativacao",3.63,2.68
"2047","VESTUÁRIO","Valencia",6.8,1.84
"2048","VESTUÁRIO","Ativacao",3.91,2.7
"2049","VIAGEM","Valencia",8.55,1.22
"2050","VIAGEM","Ativacao",5.26,3.39
"2051","VIBRAÇÃO","Valencia",6.96,1.95
"2052","VIBRAÇÃO","Ativacao",5.76,2.86
"2053","VICIADO","Valencia",1.46,1.23
"2054","VICIADO","Ativacao",5.73,2.99
"2055","VÍCIO","Valencia",2.16,1.72
"2056","VÍCIO","Ativacao",5.82,2.93
"2057","VIDA","Valencia",8.63,1.01
"2058","VIDA","Ativacao",5.45,3.53
"2059","VIDRO","Valencia",4.96,1.37
"2060","VIDRO","Ativacao",3.49,2.13
"2061","VIGIAR","Valencia",4.13,2.07
"2062","VIGIAR","Ativacao",4.91,2.83
"2063","VIGOROSO","Valencia",6.85,1.83
"2064","VIGOROSO","Ativacao",4.03,2.36
"2065","VILA","Valencia",4.94,2.2
"2066","VILA","Ativacao",3.89,2.5
"2067","VINHO","Valencia",7.19,2
"2068","VINHO","Ativacao",4.09,2.94
"2069","VIOLENTO","Valencia",1.46,1.1
"2070","VIOLENTO","Ativacao",6.49,2.95
"2071","VIOLINO","Valencia",6.42,2.34
"2072","VIOLINO","Ativacao",3.14,2.82
"2073","VIRGEM","Valencia",5.84,1.99
"2074","VIRGEM","Ativacao",3.09,2.52
"2075","VIRTUDE","Valencia",8.02,1.63
"2076","VIRTUDE","Ativacao",3.65,2.85
"2077","VISÃO","Valencia",7.33,2.32
"2078","VISÃO","Ativacao",3.89,2.87
"2079","VÍTIMA","Valencia",2.26,1.6
"2080","VÍTIMA","Ativacao",6.08,2.69
"2081","VITÓRIA","Valencia",8.74,0.67
"2082","VITÓRIA","Ativacao",5.36,3.45
"2083","VÍVIDO","Valencia",7.02,1.91
"2084","VÍVIDO","Ativacao",3.92,2.7
"2085","VIVO","Valencia",8.34,1.5
"2086","VIVO","Ativacao",4.7,3.21
"2087","VÔMITO","Valencia",2.31,1.5
"2088","VÔMITO","Ativacao",4.47,2.48
"2089","VULCÃO","Valencia",3.74,2.45
"2090","VULCÃO","Ativacao",5.5,2.72
"2091",NA,"Valencia",NA,NA
"2092",NA,"Ativacao",NA,NA
